date,event,red_fighter,blue_fighter,winner,weight_class,method,round
2026-01-31,UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo,Lawrence Lui,Lawrence Lui,Bantamweight,Decision - Split,3
2025-08-22,UFC - Road to UFC 4.6,Shi Ming,Bruna Brasil,Bruna Brasil,Women's Strawweight,Decision - Unanimous,3
2025-08-22,UFC - Road to UFC 4.6,Nyamjargal Tumendemberel,Terrance Saeteurn,Nyamjargal Tumendemberel,Flyweight,Submission,1
2026-01-24,UFC 324: Gaethje vs. Pimblett,Justin Gaethje,Paddy Pimblett,Justin Gaethje,Lightweight,Decision - Unanimous,5
2026-01-24,UFC 324: Gaethje vs. Pimblett,Sean O'Malley,Song Yadong,Sean O'Malley,Bantamweight,Decision - Unanimous,3
2026-01-24,UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta,Derrick Lewis,Waldo Cortes Acosta,Heavyweight,KO/TKO,2
2026-01-24,UFC 324: Gaethje vs. Pimblett,Natalia Silva,Rose Namajunas,Natalia Silva,Women's Flyweight,Decision - Unanimous,3
2026-01-24,UFC 324: Gaethje vs. Pimblett,Arnold Allen,Jean Silva,Jean Silva,Featherweight,Decision - Unanimous,3
2026-01-24,UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov,Deiveson Figueiredo,Umar Nurmagomedov,Bantamweight,Decision - Unanimous,3
2026-01-24,UFC 324: Gaethje vs. Pimblett,Ateba Gautier,Andrey Pulyaev,Ateba Gautier,Middleweight,Decision - Unanimous,3
2026-01-24,UFC 324: Gaethje vs. Pimblett,Nikita Krylov,Modestas Bukauskas,Nikita Krylov,Light Heavyweight,KO/TKO,3
2026-01-24,UFC 324: Gaethje vs. Pimblett,Alex Perez,Charles Johnson,Alex Perez,Flyweight,KO/TKO,1
2026-01-24,UFC 324: Gaethje vs. Pimblett,Josh Hokit,Denzel Freeman,Josh Hokit,Heavyweight,KO/TKO,1
2026-01-24,UFC 324: Gaethje vs. Pimblett,Adam Fugitt,Ty Miller,Ty Miller,Welterweight,KO/TKO,1
2025-12-13,UFC Fight Night: Royval vs. Kape,Brandon Royval,Manel Kape,Manel Kape,Flyweight,KO/TKO,1
2025-12-13,UFC Fight Night: Royval vs. Kape,Giga Chikadze,Kevin Vallejos,Kevin Vallejos,Featherweight,KO/TKO,2
2025-12-13,UFC Fight Night: Royval vs. Kape,Cesar Almeida,Cezary Oleksiejczuk,Cezary Oleksiejczuk,Middleweight,Decision - Unanimous,3
2025-12-13,UFC Fight Night: Royval vs. Kape,Melquizael Costa,Morgan Charriere,Melquizael Costa,Featherweight,KO/TKO,1
2025-12-13,UFC Fight Night: Royval vs. Kape,Kennedy Nzechukwu,Marcus Buchecha,,Heavyweight,Decision - Unanimous,3
2025-12-13,UFC Fight Night: Royval vs. Kape,King Green,Lance Gibson Jr.,King Green,Catch Weight,Decision - Split,3
2025-12-13,UFC Fight Night: Royval vs. Kape,Neil Magny,Yaroslav Amosov,Yaroslav Amosov,Welterweight,Submission,1
2025-12-13,UFC Fight Night: Royval vs. Kape,Joanderson Brito,Isaac Thomson,Joanderson Brito,Featherweight,Decision - Unanimous,3
2025-12-13,UFC Fight Night: Royval vs. Kape,Sean Sharaf,Steven Asplund,Steven Asplund,Heavyweight,KO/TKO,2
2025-12-13,UFC Fight Night: Royval vs. Kape,Melissa Croden,Luana Santos,Luana Santos,Women's Bantamweight,Decision - Unanimous,3
2025-12-13,UFC Fight Night: Royval vs. Kape,Allen Frye Jr.,Guilherme Pat,Guilherme Pat,Heavyweight,Decision - Unanimous,3
2025-12-13,UFC Fight Night: Royval vs. Kape,Jamey-Lyn Horth,Tereza Bleda,Jamey-Lyn Horth,Women's Flyweight,KO/TKO,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Merab Dvalishvili,Petr Yan,Petr Yan,Bantamweight,Decision - Unanimous,5
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Alexandre Pantoja,Joshua Van,Joshua Van,Flyweight,KO/TKO,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Brandon Moreno,Tatsuro Taira,Tatsuro Taira,Flyweight,KO/TKO,2
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Henry Cejudo,Payton Talbott,Payton Talbott,Bantamweight,Decision - Unanimous,3
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Jan Blachowicz,Bogdan Guskov,,Light Heavyweight,Decision - Majority,3
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Grant Dawson,Manuel Torres,Manuel Torres,Lightweight,KO/TKO,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Terrance McKinney,Chris Duncan,Chris Duncan,Lightweight,Submission,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Maycee Barber,Karine Silva,Maycee Barber,Women's Flyweight,Decision - Unanimous,3
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Nazim Sadykhov,Fares Ziam,Fares Ziam,Lightweight,KO/TKO,2
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Marvin Vettori,Brunno Ferreira,Brunno Ferreira,Middleweight,Decision - Unanimous,3
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Edson Barboza,Jalin Turner,Jalin Turner,Lightweight,KO/TKO,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Iwo Baraniewski,Ibo Aslan,Iwo Baraniewski,Light Heavyweight,KO/TKO,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Mansur Abdul-Malik,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,Submission,1
2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Muhammad Naimov,Mairon Santos,Mairon Santos,Featherweight,KO/TKO,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Arman Tsarukyan,Dan Hooker,Arman Tsarukyan,Lightweight,Submission,2
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Belal Muhammad,Ian Machado Garry,Ian Machado Garry,Welterweight,Decision - Unanimous,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Volkan Oezdemir,Alonzo Menifield,Volkan Oezdemir,Light Heavyweight,KO/TKO,1
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Jack Hermansson,Myktybek Orolbai,Myktybek Orolbai,Welterweight,KO/TKO,1
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Waldo Cortes Acosta,Shamil Gaziev,Waldo Cortes Acosta,Heavyweight,KO/TKO,1
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Tagir Ulanbekov,Kyoji Horiguchi,Kyoji Horiguchi,Flyweight,Submission,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Bogdan Grad,Luke Riley,Luke Riley,Featherweight,KO/TKO,2
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Nicolas Dalby,Saygid Izagakhmaev,Nicolas Dalby,Welterweight,Decision - Split,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Alex Perez,Asu Almabayev,Asu Almabayev,Flyweight,Submission,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Abdul Rakhman Yakhyaev,Rafael Cerqueira,Abdul Rakhman Yakhyaev,Light Heavyweight,Submission,1
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Bekzat Almakhan,Aleksandre Topuria,Aleksandre Topuria,Bantamweight,Decision - Unanimous,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Ismail Naurdiev,Ryan Loder,Ismail Naurdiev,Middleweight,KO/TKO,1
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Nurullo Aliev,Shem Rock,Nurullo Aliev,Lightweight,Decision - Unanimous,3
2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Marek Bujlo,Denzel Freeman,Denzel Freeman,Heavyweight,Decision - Unanimous,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Jack Della Maddalena,Islam Makhachev,Islam Makhachev,Welterweight,Decision - Unanimous,5
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Valentina Shevchenko,Zhang Weili,Valentina Shevchenko,Women's Flyweight,Decision - Unanimous,5
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Sean Brady,Michael Morales,Michael Morales,Welterweight,KO/TKO,1
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Leon Edwards,Carlos Prates,Carlos Prates,Welterweight,KO/TKO,2
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Beneil Dariush,Benoit Saint Denis,Benoit Saint Denis,Lightweight,KO/TKO,1
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Bo Nickal,Rodolfo Vieira,Bo Nickal,Middleweight,KO/TKO,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Roman Kopylov,Gregory Rodrigues,Gregory Rodrigues,Middleweight,Decision - Unanimous,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Erin Blanchfield,Tracy Cortez,Erin Blanchfield,Women's Flyweight,Submission,2
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Malcolm Wellmaker,Ethyn Ewing,Ethyn Ewing,Featherweight,Decision - Unanimous,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Kyle Daukaus,Gerald Meerschaert,Kyle Daukaus,Middleweight,Submission,1
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Pat Sabatini,Chepe Mariscal,Pat Sabatini,Featherweight,Decision - Unanimous,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Angela Hill,Fatima Kline,Fatima Kline,Women's Strawweight,Decision - Unanimous,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Baisangur Susurkaev,Eric McConico,Baisangur Susurkaev,Middleweight,KO/TKO,3
2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Viacheslav Borshchev,Matheus Camilo,Matheus Camilo,Lightweight,Decision - Unanimous,3
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Gabriel Bonfim,Randy Brown,Gabriel Bonfim,Welterweight,KO/TKO,2
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Matt Schnell,Joseph Morales,Joseph Morales,Flyweight,Submission,1
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Muslim Salikhov,Uros Medic,Uros Medic,Welterweight,KO/TKO,1
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Chris Padilla,Ismael Bonfim,Chris Padilla,Lightweight,KO/TKO,2
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Christian Leroy Duncan,Marco Tulio,Christian Leroy Duncan,Middleweight,KO/TKO,2
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Hyder Amil,Jamall Emmers,Jamall Emmers,Featherweight,Decision - Unanimous,3
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Ricky Simon,Raoni Barcelos,Raoni Barcelos,Bantamweight,Decision - Unanimous,3
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Mayra Bueno Silva,Jacqueline Cavalcanti,Jacqueline Cavalcanti,Women's Bantamweight,Decision - Unanimous,3
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Josh Hokit,Max Gimenis,Josh Hokit,Heavyweight,KO/TKO,1
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Tecia Pennington,Denise Gomes,Denise Gomes,Women's Strawweight,Decision - Unanimous,3
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Miles Johns,Daniel Marcos,Daniel Marcos,Bantamweight,Submission,2
2025-11-08,UFC Fight Night: Bonfim vs. Brown,Zach Reese,Jackson McVey,Zach Reese,Catch Weight,Submission,2
2025-11-01,UFC Fight Night: Garcia vs. Onama,Steve Garcia,David Onama,Steve Garcia,Featherweight,KO/TKO,1
2025-11-01,UFC Fight Night: Garcia vs. Onama,Waldo Cortes Acosta,Ante Delija,Waldo Cortes Acosta,Heavyweight,KO/TKO,1
2025-11-01,UFC Fight Night: Garcia vs. Onama,Jeremiah Wells,Themba Gorimbo,Jeremiah Wells,Welterweight,Decision - Unanimous,3
2025-11-01,UFC Fight Night: Garcia vs. Onama,Isaac Dulgarian,Yadier del Valle,Yadier del Valle,Featherweight,Submission,1
2025-11-01,UFC Fight Night: Garcia vs. Onama,Charles Radtke,Daniel Frunza,Charles Radtke,Welterweight,Submission,3
2025-11-01,UFC Fight Night: Garcia vs. Onama,Allan Nascimento,Cody Durden,Allan Nascimento,Catch Weight,Submission,2
2025-11-01,UFC Fight Night: Garcia vs. Onama,Billy Elekana,Kevin Christian,Billy Elekana,Light Heavyweight,Submission,1
2025-11-01,UFC Fight Night: Garcia vs. Onama,Timmy Cuamba,ChangHo Lee,Timmy Cuamba,Bantamweight,Decision - Unanimous,3
2025-11-01,UFC Fight Night: Garcia vs. Onama,Donte Johnson,Sedriques Dumas,Donte Johnson,Middleweight,Submission,2
2025-11-01,UFC Fight Night: Garcia vs. Onama,Ketlen Vieira,Norma Dumont,Norma Dumont,Women's Bantamweight,Decision - Split,3
2025-11-01,UFC Fight Night: Garcia vs. Onama,Alice Ardelean,Montserrat Conejo Ruiz,Alice Ardelean,Women's Strawweight,Decision - Unanimous,3
2025-11-01,UFC Fight Night: Garcia vs. Onama,Phil Rowe,Seokhyeon Ko,Seokhyeon Ko,Welterweight,Decision - Unanimous,3
2025-11-01,UFC Fight Night: Garcia vs. Onama,Talita Alencar,Ariane Carnelossi,Talita Alencar,Women's Strawweight,Submission,3
2025-10-25,UFC 321: Aspinall vs. Gane,Tom Aspinall,Ciryl Gane,,Heavyweight,Could Not Continue,1
2025-10-25,UFC 321: Aspinall vs. Gane,Virna Jandiroba,Mackenzie Dern,Mackenzie Dern,Women's Strawweight,Decision - Unanimous,5
2025-10-25,UFC 321: Aspinall vs. Gane,Umar Nurmagomedov,Mario Bautista,Umar Nurmagomedov,Bantamweight,Decision - Unanimous,3
2025-10-25,UFC 321: Aspinall vs. Gane,Alexander Volkov,Jailton Almeida,Alexander Volkov,Heavyweight,Decision - Split,3
2025-10-25,UFC 321: Aspinall vs. Gane,Aleksandar Rakic,Azamat Murzakanov,Azamat Murzakanov,Light Heavyweight,KO/TKO,1
2025-10-25,UFC 321: Aspinall vs. Gane,Nasrat Haqparast,Quillan Salkilld,Quillan Salkilld,Lightweight,KO/TKO,1
2025-10-25,UFC 321: Aspinall vs. Gane,Ikram Aliskerov,JunYong Park,Ikram Aliskerov,Middleweight,Decision - Unanimous,3
2025-10-25,UFC 321: Aspinall vs. Gane,Ludovit Klein,Mateusz Rebecki,Ludovit Klein,Lightweight,Decision - Majority,3
2025-10-25,UFC 321: Aspinall vs. Gane,Valter Walker,Louie Sutherland,Valter Walker,Heavyweight,Submission,1
2025-10-25,UFC 321: Aspinall vs. Gane,Nathaniel Wood,Jose Delgado,Nathaniel Wood,Featherweight,Decision - Unanimous,3
2025-10-25,UFC 321: Aspinall vs. Gane,Hamdy Abdelwahab,Chris Barnett,Hamdy Abdelwahab,Heavyweight,Decision - Unanimous,3
2025-10-25,UFC 321: Aspinall vs. Gane,Azat Maksum,Mitch Raposo,Mitch Raposo,Flyweight,Decision - Unanimous,3
2025-10-25,UFC 321: Aspinall vs. Gane,Jaqueline Amorim,Mizuki,Mizuki,Women's Strawweight,Decision - Unanimous,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Reinier de Ridder,Brendan Allen,Brendan Allen,Middleweight,KO/TKO,4
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Kevin Holland,Mike Malott,Mike Malott,Welterweight,Decision - Unanimous,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Marlon Vera,Aiemann Zahabi,Aiemann Zahabi,Bantamweight,Decision - Split,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Manon Fiorot,Jasmine Jasudavicius,Manon Fiorot,Women's Flyweight,KO/TKO,1
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Charles Jourdain,Davey Grant,Charles Jourdain,Bantamweight,Submission,1
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Kyle Nelson,Matt Frevola,Kyle Nelson,Lightweight,Decision - Unanimous,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Kyle Prepolec,Drew Dober,Drew Dober,Lightweight,KO/TKO,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Cody Gibson,Aoriqileng,Aoriqileng,Bantamweight,KO/TKO,1
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Bruno Silva,HyunSung Park,Bruno Silva,Flyweight,Submission,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Danny Barlow,Djorden Santos,Djorden Santos,Middleweight,Decision - Unanimous,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Stephanie Luciano,Ravena Oliveira,Stephanie Luciano,Women's Strawweight,Submission,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Azamat Bekoev,Yousri Belgaroui,Yousri Belgaroui,Middleweight,KO/TKO,3
2025-10-18,UFC Fight Night: De Ridder vs. Allen,Melissa Croden,Tainara Lisboa,Melissa Croden,Women's Bantamweight,KO/TKO,3
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Charles Oliveira,Mateusz Gamrot,Charles Oliveira,Lightweight,Submission,2
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Deiveson Figueiredo,Montel Jackson,Deiveson Figueiredo,Bantamweight,Decision - Split,3
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Vicente Luque,Joel Alvarez,Joel Alvarez,Welterweight,Decision - Unanimous,3
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Jhonata Diniz,Mario Pinto,Mario Pinto,Heavyweight,KO/TKO,2
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Ricardo Ramos,Kaan Ofli,Kaan Ofli,Featherweight,Submission,1
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Lucas Almeida,Michael Aswell Jr.,Michael Aswell Jr.,Featherweight,KO/TKO,1
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Jafel Filho,Clayton Carpenter,Jafel Filho,Flyweight,Submission,1
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Vitor Petrino,Thomas Petersen,Vitor Petrino,Heavyweight,KO/TKO,3
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Bia Mesquita,Irina Alekseeva,Bia Mesquita,Women's Bantamweight,Submission,2
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Lucas Rocha,Stewart Nicoll,Lucas Rocha,Flyweight,Decision - Unanimous,3
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Julia Polastri,Karolina Kowalkiewicz,Julia Polastri,Women's Strawweight,KO/TKO,3
2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Luan Lacerda,Saimon Oliveira,Luan Lacerda,Bantamweight,Submission,2
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Magomed Ankalaev,Alex Pereira,Alex Pereira,Light Heavyweight,KO/TKO,1
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Merab Dvalishvili,Cory Sandhagen,Merab Dvalishvili,Bantamweight,Decision - Unanimous,5
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Jiri Prochazka,Khalil Rountree Jr.,Jiri Prochazka,Light Heavyweight,KO/TKO,3
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Josh Emmett,Youssef Zalal,Youssef Zalal,Featherweight,Submission,1
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Abus Magomedov,Joe Pyfer,Joe Pyfer,Middleweight,Submission,2
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Ateba Gautier,Tre'ston Vines,Ateba Gautier,Middleweight,KO/TKO,1
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Daniel Santos,JooSang Yoo,Daniel Santos,Catch Weight,KO/TKO,2
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Patchy Mix,Jakub Wiklacz,Jakub Wiklacz,Bantamweight,Decision - Split,3
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Edmen Shahbazyan,Andre Muniz,Edmen Shahbazyan,Middleweight,KO/TKO,1
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Punahele Soriano,Nikolay Veretennikov,Punahele Soriano,Welterweight,Decision - Unanimous,3
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Macy Chiasson,Yana Santos,Yana Santos,Women's Bantamweight,Decision - Unanimous,3
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Chris Gutierrez,Farid Basharat,Farid Basharat,Bantamweight,Decision - Unanimous,3
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Ramiz Brahimaj,Austin Vanderford,Ramiz Brahimaj,Welterweight,Submission,2
2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Veronica Hardy,Brogan Walker,Veronica Hardy,Women's Flyweight,Decision - Unanimous,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Carlos Ulberg,Dominick Reyes,Carlos Ulberg,Light Heavyweight,KO/TKO,1
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Jimmy Crute,Ivan Erslan,Jimmy Crute,Light Heavyweight,Submission,1
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Jack Jenkins,Ramon Taveras,Jack Jenkins,Featherweight,Decision - Unanimous,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Jake Matthews,Neil Magny,Neil Magny,Welterweight,Submission,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Tom Nolan,Charlie Campbell,Tom Nolan,Lightweight,Submission,1
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Navajo Stirling,Rodolfo Bellato,Navajo Stirling,Light Heavyweight,Decision - Unanimous,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Cam Rowston,Andre Petroski,Cam Rowston,Middleweight,KO/TKO,1
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Jamie Mullarkey,Rolando Bedoya,Jamie Mullarkey,Lightweight,Decision - Unanimous,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Colby Thicknesse,Josias Musasa,Colby Thicknesse,Bantamweight,Decision - Unanimous,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Michelle Montague,Luana Carolina,Michelle Montague,Women's Bantamweight,Decision - Unanimous,3
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Brando Pericic,Elisha Ellison,Brando Pericic,Heavyweight,KO/TKO,1
2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Loma Lookboonmee,Alexia Thainara,Alexia Thainara,Women's Strawweight,Decision - Unanimous,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Diego Lopes,Jean Silva,Diego Lopes,Featherweight,KO/TKO,2
2025-09-13,UFC Fight Night: Lopes vs. Silva,Rob Font,David Martinez,David Martinez,Bantamweight,Decision - Unanimous,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Rafa Garcia,Jared Gordon,Rafa Garcia,Lightweight,KO/TKO,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum,Dustin Stoltzfus,Kelvin Gastelum,Middleweight,Decision - Unanimous,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez,Diego Ferreira,Alexander Hernandez,Lightweight,KO/TKO,2
2025-09-13,UFC Fight Night: Lopes vs. Silva,Santiago Luna,Quang Le,Santiago Luna,Bantamweight,KO/TKO,1
2025-09-13,UFC Fight Night: Lopes vs. Silva,Jose Daniel Medina,Dusko Todorovic,Dusko Todorovic,Middleweight,Submission,1
2025-09-13,UFC Fight Night: Lopes vs. Silva,Claudio Puelles,Joaquim Silva,Joaquim Silva,Lightweight,Decision - Split,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez,Amanda Lemos,Tatiana Suarez,Women's Strawweight,Decision - Unanimous,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar,Luis Gurule,Jesus Aguilar,Flyweight,Decision - Unanimous,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Zach Reese,Sedriques Dumas,,Middleweight,Could Not Continue,1
2025-09-13,UFC Fight Night: Lopes vs. Silva,Alessandro Costa,Alden Coria,Alden Coria,Flyweight,KO/TKO,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Montse Rendon,Alice Pereira,Montse Rendon,Women's Bantamweight,Decision - Split,3
2025-09-13,UFC Fight Night: Lopes vs. Silva,Rodrigo Sezinando,Daniil Donchenko,Daniil Donchenko,Welterweight,KO/TKO,1
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Nassourdine Imavov,Caio Borralho,Nassourdine Imavov,Middleweight,Decision - Unanimous,5
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Benoit Saint Denis,Mauricio Ruffy,Benoit Saint Denis,Lightweight,Submission,2
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Modestas Bukauskas,Paul Craig,Modestas Bukauskas,Light Heavyweight,KO/TKO,1
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Bolaji Oki,Mason Jones,Mason Jones,Lightweight,KO/TKO,2
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Axel Sola,Rhys McKee,Axel Sola,Welterweight,KO/TKO,3
2025-09-06,UFC Fight Night: Imavov vs. Borralho,William Gomis,Robert Ruchala,William Gomis,Featherweight,Decision - Unanimous,3
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Oumar Sy,Brendson Ribeiro,Oumar Sy,Light Heavyweight,KO/TKO,1
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Marcin Tybura,Ante Delija,Ante Delija,Heavyweight,KO/TKO,1
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Harry Hardwick,Kaue Fernandes,Kaue Fernandes,Lightweight,KO/TKO,1
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Sam Patterson,Trey Waters,Sam Patterson,Welterweight,KO/TKO,1
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Brad Tavares,Robert Bryczek,Robert Bryczek,Middleweight,KO/TKO,3
2025-09-06,UFC Fight Night: Imavov vs. Borralho,Andreas Gustafsson,Rinat Fakhretdinov,Rinat Fakhretdinov,Welterweight,KO/TKO,1
